"peak","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr18_68728063_68728788",0,22,63,54,70,1,16,4,90
"chr18_68779090_68779619",0,11,21,22,44,1,9,2,40
"chr18_69580027_69580597",4,18,37,42,56,2,10,5,55
"chr18_70151578_70152184",2,26,48,26,53,0,14,2,62
"chr18_70205514_70206215",9,100,283,208,359,4,74,23,390
"chr18_70285122_70285733",0,33,82,20,59,2,12,4,55
"chr18_70489875_70490471",1,13,42,24,31,1,7,1,38
"chr18_70781765_70782310",0,17,48,43,73,0,14,3,72
"chr18_74040661_74041249",8,22,41,23,27,2,9,2,49
"chr18_74082313_74082911",6,25,68,41,51,8,12,6,64
"chr18_74147539_74148726",11,164,414,312,568,9,106,23,541
"chr18_74291798_74292371",8,85,168,140,248,5,41,5,279
"chr18_74495878_74496561",7,98,211,192,335,7,58,23,362
"chr18_74597401_74598793",14,88,138,51,144,5,31,8,194
"chr18_75070886_75071689",2,56,132,40,89,4,19,1,101
"chr18_75161663_75162163",0,27,49,22,35,2,5,4,63
"chr18_75477798_75478368",1,31,69,31,57,0,13,4,68
"chr18_76492708_76493285",7,52,95,46,84,7,21,3,116
"chr18_77054888_77055526",1,94,167,77,194,2,35,13,204
"chr18_77065143_77065959",5,44,73,32,68,2,16,8,89
"chr18_77114370_77114918",4,40,93,39,81,1,11,3,107
"chr18_77128050_77128697",11,44,92,21,51,2,15,5,85
"chr18_77571947_77573023",3,74,151,54,119,3,32,8,148
"chr18_79068876_79069419",0,45,68,43,93,0,9,3,106
"chr18_79200483_79200998",0,145,192,37,71,0,12,7,126
"chr18_79507070_79507722",0,29,70,10,49,0,13,2,92
"chr18_79575088_79575667",0,18,39,9,28,0,11,3,55
"chr18_79679143_79679884",0,76,167,116,253,0,67,11,334
"chr18_79791486_79792419",0,55,114,48,112,0,19,13,135
"chr18_79819765_79820541",0,59,74,23,44,0,14,5,78
"chr18_79944171_79944788",0,70,89,43,107,0,31,7,121
"chr18_79987997_79988952",0,70,120,39,78,0,13,6,123
"chr18_80033499_80034693",0,181,273,211,385,0,55,17,453
"chr19_506568_507710",22,80,124,63,142,23,28,22,214
"chr19_572101_573049",15,52,82,56,92,12,14,7,104
"chr19_633320_633932",2,36,39,34,40,7,13,1,72
"chr19_680250_681295",19,53,101,74,118,9,19,5,137
"chr19_703505_704460",25,41,86,44,85,9,10,2,123
"chr19_796871_797679",25,75,112,119,214,37,35,8,269
"chr19_892862_893446",6,27,45,25,48,6,13,3,88
"chr19_1020895_1021616",10,41,52,53,80,16,13,4,126
"chr19_1095155_1095726",12,26,46,22,34,5,2,3,59
"chr19_1103644_1104304",10,47,76,55,111,20,13,8,119
"chr19_1205241_1205974",20,46,73,34,82,10,17,3,96
"chr19_1249590_1250089",11,18,24,24,45,10,14,6,80
"chr19_1252187_1252686",5,20,40,28,49,3,19,7,77
"chr19_1260541_1261322",13,22,45,29,62,11,11,6,102
"chr19_1268919_1269569",11,40,68,50,87,10,21,3,113
"chr19_1275180_1276044",18,62,93,78,101,28,21,6,151
"chr19_1383305_1384033",13,36,63,30,76,9,17,7,100
"chr19_1407013_1407730",11,53,73,67,120,24,20,9,159
"chr19_1438011_1438635",5,25,40,26,49,13,5,1,81
"chr19_1478949_1479664",17,36,60,35,48,11,9,1,92
"chr19_1490412_1491237",19,60,102,73,142,21,25,5,190
"chr19_1605146_1606087",5,35,58,36,59,11,19,6,95
"chr19_1652612_1653326",18,56,118,85,123,16,24,11,213
"chr19_1812214_1813034",9,53,72,50,97,14,11,4,120
"chr19_1848224_1848956",12,33,45,30,54,12,8,5,66
"chr19_1863518_1864659",22,60,74,74,133,17,25,5,145
"chr19_1905018_1905574",8,34,45,34,54,8,9,2,78
"chr19_1940538_1941322",8,30,61,41,64,15,7,4,97
"chr19_2061364_2062241",7,56,62,55,89,13,16,7,105
"chr19_2096325_2097261",28,63,121,83,152,34,24,7,250
"chr19_2151438_2152111",12,64,89,57,120,16,17,10,182
"chr19_2236170_2237090",17,69,110,78,116,28,24,4,207
"chr19_2269045_2269760",20,58,82,79,160,21,28,5,173
"chr19_2328388_2328933",7,20,26,12,36,3,8,0,56
"chr19_2427331_2428160",13,50,82,50,105,2,16,5,138
"chr19_2475581_2476623",23,52,87,73,111,18,31,7,176
"chr19_2739862_2740400",3,27,47,13,44,7,7,3,60
"chr19_2783000_2783761",5,34,53,38,63,14,12,3,88
"chr19_2784982_2785654",11,47,48,31,59,11,8,3,95
"chr19_2944760_2945438",13,39,69,37,60,15,14,5,86
"chr19_2950483_2951067",23,48,80,64,111,15,18,6,149
"chr19_3434734_3435516",10,40,59,21,40,10,14,5,78
"chr19_3500324_3501214",17,24,58,24,47,12,11,5,75
"chr19_3505762_3506390",20,52,71,62,98,14,13,3,134
"chr19_3557467_3558029",6,28,59,34,56,6,8,1,75
"chr19_3572431_3573075",12,56,86,55,111,22,17,5,160
"chr19_3626297_3627390",21,57,102,32,84,17,11,4,136
"chr19_3762393_3763255",14,45,81,84,133,24,29,8,188
"chr19_3970952_3971568",12,30,63,50,86,12,9,5,91
"chr19_3985133_3985792",9,33,64,39,63,16,13,5,101
"chr19_4007223_4007918",11,32,57,31,78,6,11,2,91
"chr19_4065728_4066282",6,24,26,30,48,9,8,2,51
"chr19_4182180_4182848",7,19,44,18,38,8,13,2,66
"chr19_4246677_4247748",17,46,76,44,86,15,17,9,140
"chr19_4400159_4400993",8,43,49,38,62,10,18,3,79
"chr19_4402118_4402798",17,55,71,49,79,11,22,5,106
"chr19_4457671_4458180",5,26,33,14,31,7,4,1,40
"chr19_4471452_4472357",50,102,176,125,208,34,41,8,238
"chr19_4638933_4639623",15,45,68,49,81,13,16,4,99
"chr19_4723571_4724217",9,37,79,36,75,17,9,0,92
"chr19_4791154_4791838",25,99,143,108,163,29,25,6,251
"chr19_4818110_4818609",12,22,21,2,14,0,2,0,17
"chr19_4968461_4969198",21,86,118,91,165,27,36,8,245
"chr19_5622478_5623305",20,60,99,113,171,33,33,11,287
"chr19_5680321_5681268",14,61,85,61,93,20,27,13,183
"chr19_5686916_5687561",9,27,63,44,53,11,11,5,93
"chr19_5719891_5720857",17,87,153,111,195,29,41,12,339
"chr19_5790492_5791447",17,63,94,64,102,15,16,8,165
"chr19_5827704_5828507",17,47,84,63,101,12,10,4,126
"chr19_5903839_5904884",43,147,214,154,325,52,45,20,396
"chr19_5977836_5978552",10,34,79,41,74,13,12,5,119
"chr19_6110398_6111043",11,63,97,64,118,13,11,7,96
"chr19_6199403_6200085",8,34,47,45,66,8,19,5,98
"chr19_6372353_6373087",21,48,92,64,120,10,28,3,155
"chr19_6373230_6373749",13,34,37,27,43,8,16,1,58
"chr19_6424690_6425463",38,128,182,126,250,21,37,14,320
"chr19_6459942_6460795",14,46,81,31,73,10,16,5,94
"chr19_6530731_6531413",11,23,56,18,54,6,12,3,71
"chr19_6737316_6738184",23,87,123,86,124,16,25,9,193
"chr19_7069061_7069955",9,53,93,51,89,18,11,6,131
"chr19_7098856_7099737",12,55,69,33,73,14,12,4,87
"chr19_7450425_7451322",1,40,75,9,19,2,12,9,92
"chr19_7522189_7522714",1,29,37,22,39,0,11,4,71
"chr19_7629108_7629969",5,52,98,53,63,1,7,6,110
"chr19_7829452_7830314",3,109,155,92,243,2,42,13,282
"chr19_7868776_7869926",12,35,74,30,88,4,14,6,117
"chr19_7903375_7904091",5,78,142,159,244,0,50,10,338
"chr19_7943503_7944171",6,69,102,39,97,1,19,4,160
"chr19_8321070_8321698",7,28,46,28,34,2,8,5,58
"chr19_8389906_8390534",0,67,116,67,134,3,23,8,170
"chr19_8412955_8413622",1,43,46,36,69,0,11,3,79
"chr19_8444658_8445326",1,30,36,50,84,1,11,6,102
"chr19_8487430_8488002",0,25,45,16,39,0,17,3,64
"chr19_8513547_8514237",2,39,56,43,72,1,18,2,113
"chr19_8831976_8833182",1,69,107,68,138,3,16,8,173
"chr19_9309480_9310135",3,37,53,31,45,0,10,3,70
"chr19_9323827_9324468",2,28,48,37,57,0,9,5,74
"chr19_9768423_9769060",3,28,61,27,45,1,8,8,62
"chr19_9818846_9819882",6,79,120,85,186,2,29,12,226
"chr19_9834795_9835515",4,49,80,67,100,1,23,4,153
"chr19_10105980_10106627",3,27,59,22,35,0,5,1,56
"chr19_10194433_10195322",3,32,73,39,76,4,20,6,110
"chr19_10251604_10252254",4,44,68,39,90,1,18,6,99
"chr19_10286804_10287381",1,26,29,6,24,0,7,1,40
"chr19_10333075_10333877",3,47,97,67,88,0,15,9,142
"chr19_10380348_10380890",4,42,93,45,98,0,16,7,137
"chr19_10403367_10404071",2,35,54,21,53,4,13,4,77
"chr19_10416548_10417100",0,31,68,26,43,0,4,4,91
"chr19_10565673_10566353",3,40,85,67,130,2,14,8,163
"chr19_10568689_10569600",3,76,103,62,105,1,17,5,182
"chr19_10653692_10654401",1,65,105,98,165,1,36,15,205
"chr19_10717434_10718412",1,139,209,114,247,2,34,11,325
"chr19_10870708_10871621",2,47,72,44,90,0,12,7,103
"chr19_10928451_10929241",12,27,67,27,50,3,12,5,82
"chr19_10960488_10961048",0,45,64,69,109,1,22,2,128
"chr19_11089981_11090820",3,28,45,24,62,5,14,3,81
"chr19_11155596_11156226",2,60,89,46,79,0,15,2,128
"chr19_11324066_11324776",4,38,53,22,45,1,9,7,75
"chr19_11346073_11346719",2,37,65,37,73,0,10,3,90
"chr19_11374362_11375325",8,75,132,70,160,2,33,7,217
"chr19_11380904_11381917",0,66,101,55,96,1,12,7,142
"chr19_11434739_11435797",15,109,176,107,217,6,44,15,315
"chr19_11597075_11597729",3,37,57,25,39,1,6,3,72
"chr19_11924431_11925407",6,46,67,24,49,3,7,3,75
"chr19_12140169_12140748",1,25,41,8,29,0,14,4,37
"chr19_12294221_12295176",1,23,43,15,39,0,11,4,72
"chr19_12550916_12551839",5,45,93,38,56,3,14,6,116
"chr19_12610570_12611182",0,50,61,21,40,0,18,3,94
"chr19_12696374_12696954",3,31,37,19,37,1,20,3,69
"chr19_12734455_12734983",0,22,34,24,51,1,14,3,74
"chr19_12789785_12790360",0,43,82,55,125,0,24,3,151
"chr19_12890581_12891294",0,50,92,35,82,0,15,4,102
"chr19_12919012_12919596",0,27,48,24,51,1,11,3,86
"chr19_12937968_12938792",2,86,112,87,152,0,29,12,217
"chr19_12945459_12946006",2,31,56,35,60,5,10,6,91
"chr19_13152652_13153314",1,30,59,28,63,0,10,3,72
"chr19_13747505_13748103",1,42,82,31,61,0,14,3,96
"chr19_13794890_13795553",0,36,57,27,73,0,14,5,74
"chr19_13952012_13952563",3,74,109,67,135,5,27,10,174
"chr19_14005660_14006920",5,82,141,79,163,2,24,10,225
"chr19_14081162_14081763",1,27,89,58,69,0,24,2,133
"chr19_14090936_14091476",6,14,27,20,30,2,2,5,41
"chr19_14117580_14118151",4,49,68,47,87,3,11,2,128
"chr19_14136479_14137375",2,110,187,128,230,1,43,11,353
"chr19_14419118_14419731",1,41,63,42,52,1,9,4,77
"chr19_14517780_14518984",3,84,130,117,219,5,29,16,217
"chr19_14529168_14529933",3,79,119,89,188,6,43,14,261
"chr19_14689629_14690308",1,30,49,30,53,0,9,1,83
"chr19_15124598_15126142",7,77,136,87,158,1,17,9,213
"chr19_15367763_15368439",12,32,41,4,6,1,4,1,25
"chr19_15379192_15380142",6,57,136,87,155,5,22,7,230
"chr19_15418582_15419429",1,90,125,70,155,1,29,6,225
"chr19_16111334_16112066",11,71,119,109,191,2,30,8,218
"chr19_16185011_16185607",4,22,59,22,53,3,13,0,67
"chr19_16197499_16198094",7,38,62,47,91,1,13,2,134
"chr19_16471782_16472485",4,36,38,23,61,0,14,0,71
"chr19_16495961_16496618",4,74,87,43,102,1,23,7,132
"chr19_16542017_16542804",1,35,56,50,70,0,21,4,113
"chr19_16628003_16629128",8,40,81,81,104,5,13,5,123
"chr19_16659703_16660520",4,51,99,72,90,0,21,5,164
"chr19_17074978_17075920",0,64,71,67,125,1,31,7,164
"chr19_17225992_17226777",3,51,90,61,88,0,21,11,166
"chr19_17266937_17267634",2,51,61,34,86,2,18,4,108
"chr19_17305316_17305950",2,63,110,72,144,2,22,7,188
"chr19_17309094_17309700",2,52,65,38,68,0,10,7,107
"chr19_17337096_17337711",15,52,53,19,43,13,5,7,83
"chr19_17419674_17420201",2,33,64,53,86,1,15,2,87
"chr19_17511190_17512484",2,53,87,53,69,0,25,2,134
"chr19_17555219_17556282",2,39,54,25,60,2,6,4,73
"chr19_17859443_17860072",1,52,119,63,107,1,17,8,166
"chr19_17932478_17933229",1,34,58,49,52,0,17,3,64
"chr19_17947693_17948218",9,26,31,37,44,1,7,2,72
"chr19_18152378_18153242",3,66,127,56,96,0,21,9,163
"chr19_18192661_18193287",8,74,98,80,155,2,29,11,242
"chr19_18203803_18204520",5,68,130,76,167,2,33,13,223
"chr19_18281395_18282002",2,55,78,102,174,0,21,8,179
"chr19_18322851_18323403",0,47,62,22,69,0,9,6,108
"chr19_18521879_18522629",5,97,159,140,217,0,45,21,286
"chr19_18571444_18572031",7,36,54,41,55,4,6,2,96
"chr19_18588346_18589335",9,44,80,28,53,1,10,2,91
"chr19_18636257_18637101",1,38,96,47,123,0,12,4,119
"chr19_18831569_18832177",2,31,50,30,38,1,6,2,72
"chr19_18919250_18919883",1,74,113,64,112,1,24,5,173
"chr19_19033282_19034060",6,40,69,64,74,5,15,5,99
"chr19_19063381_19064090",1,74,102,71,143,0,31,5,169
"chr19_19138276_19138825",2,23,39,13,30,2,10,2,65
"chr19_19191866_19192974",5,53,76,58,82,5,19,5,123
"chr19_19203102_19203761",7,18,34,15,18,5,10,6,48
"chr19_19320289_19320994",2,49,71,15,48,0,9,6,85
"chr19_19385322_19386098",11,90,93,74,174,5,32,7,230
"chr19_19405202_19405934",6,28,56,40,56,2,19,5,88
"chr19_19663395_19664169",2,42,86,46,94,3,14,2,128
"chr19_19732838_19733450",0,27,57,26,54,0,14,3,73
"chr19_19776196_19776949",0,64,96,55,90,0,21,7,122
"chr19_19865513_19866146",6,25,48,15,27,3,7,1,49
"chr19_21396741_21397380",1,18,27,17,33,0,9,2,45
"chr19_23250056_23250779",4,26,44,18,29,1,15,4,83
"chr19_23686919_23687575",0,17,40,19,43,0,12,2,45
"chr19_27793102_27794150",8,59,97,37,63,7,13,4,125
"chr19_29844599_29845440",0,37,61,37,69,0,17,9,114
"chr19_32405177_32405889",0,41,66,37,69,0,18,2,109
"chr19_32674762_32675596",2,52,89,62,119,3,20,7,178
"chr19_32971810_32972385",2,77,92,44,96,0,19,8,131
"chr19_33176626_33177628",2,85,156,80,142,0,37,7,253
"chr19_33302064_33302982",7,49,77,22,56,3,7,4,84
"chr19_33819675_33820725",5,48,81,31,75,0,19,5,107
"chr19_34733840_34734428",0,29,56,21,47,0,12,3,62
"chr19_34772934_34773503",2,23,48,16,33,0,7,4,38
"chr19_35628631_35629303",10,52,95,45,74,4,12,5,123
"chr19_35702188_35702800",1,24,41,15,40,1,10,2,48
"chr19_35716921_35717916",3,60,101,60,114,0,16,4,182
"chr19_35740178_35741047",4,63,79,31,69,0,13,10,119
"chr19_35748140_35748775",7,54,115,50,80,5,24,9,116
"chr19_35757721_35758316",1,48,72,41,79,1,17,4,140
"chr19_35775048_35775709",4,28,56,27,48,0,11,2,69
"chr19_35903503_35904154",1,24,42,22,26,0,7,3,34
"chr19_35931343_35932031",1,71,111,81,138,0,28,12,204
"chr19_36014111_36014662",5,56,66,44,68,2,5,4,107
"chr19_36053819_36054998",5,84,148,99,182,3,34,16,278
"chr19_36114973_36115681",3,73,111,64,146,1,33,8,180
"chr19_36127498_36128335",4,50,80,19,66,2,13,4,78
"chr19_36139560_36140218",1,18,45,21,51,0,9,7,77
"chr19_36214445_36215318",3,55,120,56,83,4,27,3,111
"chr19_36687137_36687850",0,30,81,36,55,2,11,6,92
"chr19_37077893_37078657",1,41,59,29,44,0,11,3,68
"chr19_37217642_37218376",1,36,55,22,36,0,14,4,54
"chr19_37317538_37318226",0,41,87,23,59,0,10,3,101
"chr19_37655017_37656067",1,37,79,23,75,2,15,4,87
"chr19_38315640_38316442",3,42,57,39,60,2,14,1,81
"chr19_38336187_38337202",6,56,78,46,92,5,19,3,111
"chr19_38374309_38374978",0,45,97,61,99,1,25,7,160
"chr19_38402765_38403349",5,37,37,26,52,1,7,2,74
"chr19_38618698_38619405",1,45,76,50,76,1,15,15,141
"chr19_38647198_38647754",1,39,43,36,73,0,10,3,84
"chr19_38849176_38849675",0,22,43,37,58,2,10,1,55
"chr19_38849871_38850627",6,120,204,161,305,1,49,15,362
"chr19_38899352_38900123",3,80,122,64,131,1,23,10,169
"chr19_38930267_38931132",0,69,129,92,163,1,32,7,249
"chr19_39125374_39126038",8,25,38,21,49,1,10,2,81
"chr19_39341724_39342541",5,72,98,76,125,3,19,4,168
"chr19_39390904_39391587",1,76,132,59,104,2,21,1,117
"chr19_39412083_39412883",6,37,71,51,96,2,20,5,135
"chr19_39435720_39436293",0,26,53,29,51,0,4,8,63
"chr19_39480362_39481004",2,25,31,21,38,0,7,3,65
"chr19_39532376_39533220",1,51,56,36,63,0,13,5,99
"chr19_39539696_39540531",3,21,61,31,57,1,16,2,95
"chr19_39970689_39971318",2,59,97,58,108,1,15,4,163
"chr19_40285195_40285819",6,61,78,60,71,1,20,9,124
"chr19_40348210_40348862",2,45,80,65,101,2,15,8,131
"chr19_40425614_40426296",2,56,86,48,108,3,20,7,135
"chr19_40443003_40443549",1,45,78,62,117,0,15,5,132
"chr19_40444014_40444976",0,62,75,49,92,0,10,5,156
"chr19_40465540_40466256",1,55,100,47,93,4,17,6,162
"chr19_40570378_40571018",0,38,60,38,61,1,8,2,83
"chr19_40750378_40751264",6,91,124,122,215,2,31,9,248
"chr19_40777876_40778994",11,64,119,68,130,4,16,6,158
"chr19_40798540_40799283",4,42,77,47,102,1,15,4,158
"chr19_41263668_41264515",1,107,210,121,280,0,40,20,331
"chr19_41327309_41328231",2,55,59,17,61,1,21,2,100
"chr19_41363569_41364488",3,48,113,65,133,0,17,5,176
"chr19_41397075_41397880",6,32,62,32,89,1,17,3,131
"chr19_41439620_41440248",2,40,54,24,47,0,9,6,51
"chr19_41859492_41860399",10,64,116,92,134,11,29,6,182
"chr19_41884026_41884641",4,30,63,13,38,1,11,2,50
"chr19_42075670_42076355",2,80,138,87,120,2,26,8,189
"chr19_42217492_42218103",3,34,59,46,63,4,19,5,80
"chr19_42219926_42220537",8,28,47,32,61,1,14,2,82
"chr19_42242447_42243339",2,88,112,74,110,0,27,6,133
"chr19_42268080_42269266",1,189,300,189,394,0,62,21,513
"chr19_42283343_42284092",4,34,60,37,71,3,10,2,90
"chr19_42325151_42325811",3,57,86,49,78,2,16,6,130
"chr19_43595937_43596604",3,65,97,73,138,1,26,8,160
"chr19_43619228_43620029",0,26,61,19,35,0,6,4,78
"chr19_43668216_43669119",2,75,131,74,165,0,28,10,182
"chr19_43754377_43755247",0,39,73,81,99,1,16,4,136
"chr19_44002547_44003110",7,22,63,12,24,0,9,1,59
"chr19_44113050_44113570",3,43,59,34,59,2,14,2,74
"chr19_44500053_44500797",2,44,79,44,73,0,17,6,114
"chr19_44753178_44753727",0,30,41,28,50,1,8,5,58
"chr19_44890489_44891398",6,127,263,200,350,1,60,17,432
"chr19_44954703_44955673",0,45,76,30,53,1,12,9,94
"chr19_45001250_45002315",2,48,80,39,96,3,15,4,124
"chr19_45091443_45092005",1,24,54,14,55,0,11,3,45
"chr19_45177990_45178903",4,120,196,149,227,6,39,21,334
"chr19_45370368_45371000",3,33,51,22,59,1,9,2,110
"chr19_45405895_45406777",4,32,58,20,49,6,12,4,64
"chr19_45455765_45456525",0,30,45,11,31,0,14,6,61
"chr19_45506868_45507597",3,32,37,14,27,0,11,3,49
"chr19_45584147_45585182",1,93,153,104,196,3,37,10,228
"chr19_45641804_45642546",1,37,45,17,30,1,11,2,74
"chr19_45691765_45692788",0,113,172,128,215,0,52,17,287
"chr19_45717138_45717657",2,44,57,36,64,1,15,6,103
"chr19_45769203_45769894",5,31,55,38,72,1,16,3,95
"chr19_45862925_45863549",1,43,74,43,63,0,11,3,99
"chr19_45902485_45903161",0,48,78,65,106,0,21,7,163
"chr19_45994892_45995543",2,76,119,75,130,3,17,9,154
"chr19_46346828_46347496",6,43,48,22,48,1,8,6,64
"chr19_46600623_46601310",0,46,72,41,81,0,20,6,130
"chr19_46660922_46661705",4,71,132,108,150,1,37,9,233
"chr19_46850512_46851282",6,49,79,28,62,4,15,2,97
"chr19_46859937_46861023",2,62,106,60,134,5,24,6,198
"chr19_47048422_47049040",1,50,100,42,92,1,13,6,106
"chr19_47112929_47113535",4,34,69,44,70,0,5,5,99
"chr19_47256239_47257505",3,109,164,133,224,4,47,14,298
"chr19_47274143_47274811",0,32,60,31,58,0,12,4,89
"chr19_47348944_47349486",3,44,66,47,67,3,18,6,97
"chr19_47514883_47515707",0,70,139,102,205,1,28,15,212
"chr19_47600151_47600857",0,59,67,47,88,1,13,6,138
"chr19_47608169_47608955",5,26,35,22,38,1,8,4,59
"chr19_48169931_48170878",2,45,99,46,89,1,19,7,159
"chr19_48321533_48322454",1,48,68,48,87,0,19,3,146
"chr19_48332591_48333241",1,41,55,18,48,0,5,2,64
"chr19_48363720_48364453",1,71,115,100,167,1,24,11,236
"chr19_48445564_48446280",0,32,72,23,39,0,10,6,92
"chr19_48468668_48469544",1,95,135,114,183,1,36,16,279
"chr19_48619002_48619771",4,56,96,54,99,3,21,6,157
"chr19_48637317_48637948",1,62,96,58,122,2,19,3,149
"chr19_48713864_48714672",4,52,70,62,104,1,17,5,107
"chr19_48872046_48872676",6,40,45,30,59,2,11,1,75
"chr19_48899875_48900553",2,22,36,24,17,1,9,5,42
"chr19_48964992_48965531",6,26,49,13,40,2,8,2,57
"chr19_48993064_48994054",8,82,122,89,175,8,39,12,197
"chr19_49084960_49085602",1,43,82,62,88,1,23,6,159
"chr19_49118662_49119469",6,40,50,23,84,2,13,4,89
"chr19_49451599_49452124",0,35,45,21,28,0,9,4,55
"chr19_49452885_49453715",3,61,76,68,90,1,22,9,140
"chr19_49487186_49487812",0,52,86,62,95,0,31,8,141
"chr19_49495851_49496574",3,54,66,51,76,4,11,1,96
"chr19_49589991_49590527",0,24,40,19,42,0,10,3,57
"chr19_49640027_49640767",4,109,155,111,216,3,33,14,287
"chr19_49641676_49642336",0,58,102,105,162,0,28,3,229
"chr19_49665506_49666202",2,30,59,24,51,3,9,2,77
"chr19_49676565_49677373",5,96,155,86,184,2,29,8,238
"chr19_49766384_49767168",1,100,165,106,219,0,28,7,264
"chr19_49850520_49851287",9,45,71,32,63,0,8,4,82
"chr19_49869251_49869876",1,60,103,50,86,0,11,13,114
"chr19_49877084_49878030",0,86,130,90,184,2,26,15,230
"chr19_49929203_49930106",6,47,66,45,94,5,20,1,114
"chr19_49987012_49987538",0,21,51,15,19,0,1,2,39
"chr19_50025169_50025923",1,62,116,90,169,1,33,17,219
"chr19_50383842_50384553",6,43,76,74,123,3,23,5,162
"chr19_50511079_50511785",2,46,88,41,75,1,15,7,111
"chr19_50724402_50725304",3,36,55,32,58,1,15,7,97
"chr19_51108224_51108771",0,43,87,57,87,0,16,9,129
"chr19_51367348_51368097",3,58,80,47,89,1,13,7,114
"chr19_51394031_51394811",6,30,55,26,53,2,12,5,90
"chr19_52189511_52190518",4,100,175,136,230,6,41,18,274
"chr19_52269228_52269873",2,27,53,15,34,1,8,2,60
"chr19_53520612_53521353",0,39,70,34,58,0,18,4,86
"chr19_53867332_53867935",2,31,44,23,56,0,6,2,64
"chr19_55117496_55118067",3,32,49,34,57,0,12,2,97
"chr19_55258892_55259529",4,61,111,88,126,0,21,9,192
"chr19_55339196_55340009",1,112,166,117,234,0,36,14,276
"chr19_55385329_55386108",3,50,91,50,79,1,15,5,113
"chr19_55407498_55408385",0,73,149,96,188,2,32,7,250
"chr19_55461475_55462148",0,53,106,49,91,0,16,6,132
"chr19_55476210_55476842",1,39,43,26,48,1,11,5,80
"chr19_55598855_55599935",7,63,93,72,79,2,21,4,162
"chr19_55605131_55605755",1,42,51,43,71,0,10,5,89
"chr19_55653546_55654959",0,112,180,152,245,2,42,19,347
"chr19_56121192_56121815",0,47,41,43,87,1,11,6,119
"chr19_56140585_56141367",1,77,129,123,200,1,34,9,283
"chr19_56314424_56315591",2,65,118,65,144,1,30,17,209
"chr19_56403739_56404747",4,48,65,33,60,0,17,4,92
"chr19_56477197_56478414",4,58,117,63,119,2,23,6,141
"chr19_56507380_56508122",0,50,79,43,89,0,16,7,109
"chr19_56538259_56538980",2,48,87,62,120,3,19,7,158
"chr19_56838621_56839878",1,81,164,106,222,1,40,15,278
"chr19_57191159_57191820",3,10,39,15,26,0,7,1,40
"chr19_57279638_57280661",1,42,93,35,62,0,17,3,105
"chr19_57363017_57363691",1,44,82,36,108,0,23,8,100
"chr19_57435000_57435616",5,58,68,37,72,1,12,7,101
"chr19_57578667_57579247",2,39,61,27,66,0,8,3,74
"chr19_57746435_57747035",4,22,33,15,18,1,9,2,41
"chr19_58098034_58098601",1,46,50,27,56,1,10,4,95
"chr19_58154837_58155473",1,26,56,22,47,0,13,4,76
"chr19_58182767_58183591",3,44,92,55,95,0,11,5,138
"chr19_58278541_58279207",1,40,88,45,87,0,10,4,109
"chr19_58304912_58305597",2,50,70,21,53,1,16,4,96
"chr19_58326739_58327402",0,51,73,24,38,2,11,9,82
"chr19_58362499_58363181",2,51,92,45,86,0,23,4,141
"chr19_58380551_58381481",4,66,121,66,146,0,24,6,198
"chr19_58386906_58387592",1,35,78,35,59,0,14,5,80
"chr19_58400994_58401749",0,75,114,70,109,1,18,5,157
"chr19_58408118_58408861",1,56,70,39,76,1,14,5,110
"chr19_58439883_58440559",0,42,60,30,51,0,16,3,81
"chr19_58451089_58452035",2,31,79,27,68,0,16,6,93
"chr19_58466536_58467331",1,33,71,43,82,0,15,3,100
"chr19_58475627_58476343",0,42,74,18,76,1,14,6,103
"chr19_58499127_58499829",5,23,62,26,47,3,14,3,61
"chr19_58519394_58520196",14,51,80,45,75,1,16,7,116
"chr19_58543841_58544760",3,50,83,57,146,1,19,8,174
"chr19_58558422_58559330",7,59,108,60,137,3,28,10,175
"chr19_58572538_58573858",4,101,196,171,246,1,38,15,356
"chr20_324284_324864",2,31,50,38,57,0,11,2,80
"chr20_325111_325614",3,37,54,32,55,0,12,5,73
"chr20_407477_408524",7,42,60,38,77,3,15,4,88
"chr20_833287_833901",1,44,65,37,71,2,8,8,79
"chr20_1118258_1118973",2,33,60,17,51,1,12,4,76
"chr20_2101791_2102980",10,72,113,33,81,3,16,8,141
"chr20_2470539_2471149",1,45,94,40,81,0,19,1,118
"chr20_2652071_2653104",1,46,86,29,66,2,11,4,111
"chr20_2873114_2873722",2,35,36,16,46,0,5,1,69
"chr20_3045519_3046212",0,43,61,14,45,1,9,2,63
"chr20_3470692_3471203",0,36,50,17,43,1,7,1,71
"chr20_3767571_3768277",3,43,82,44,100,3,19,2,126
"chr20_3819962_3820998",3,62,151,86,125,0,27,8,229
"chr20_3888958_3889642",5,47,56,35,74,2,17,7,117
"chr20_4811466_4812356",1,51,62,19,55,3,15,5,86
"chr20_4822348_4823025",2,39,70,20,47,0,11,2,81
"chr20_5112698_5113387",0,42,70,27,64,2,15,2,84
"chr20_5119245_5120374",1,89,122,39,146,1,19,10,208
"chr20_5126333_5127139",3,68,129,82,165,0,31,11,203
"chr20_5674027_5674649",2,19,33,15,21,0,11,4,31
"chr20_5950234_5950775",2,43,52,26,61,0,18,4,82
